"Dendritic cell"	"Natural killer (NK) cell"	"CD4+ T cell"	"B cell"	"Monocyte:CD16-"	"Natural killer T (NKT) cell"	"Naive CD4+ T cell"	"Monocyte:CD16+"	"Neutrophil"	"Naive CD8+ T cell"	"Regulatory T (Treg) cell"	"Plasma cell"	"Megakaryocyte"	"Plasmacytoid dendritic cell"	"MKI67+ progenitor cell"	"Exhausted CD8+ T cell"	"Macrophages"	"Endothelial cell"	"Mast cell"	"Fibroblast"	"keratinocyte"	"Basal cell"	"Myofibroblast"
"LYST"	2.82784862196627	0.825528700906344	0.144070222307032	0.742400387549958	1.96712269894707	0.565472225922472	0.0906738942959221	4.21131397785094	1.24983764125211	0.119985800496983	0.166970802919708	0.405660377358491	0.270831058206836	0.330383480825959	0.635770234986945	0.242424242424242	0.575166752180605	0.9006463969356	0.4	0.531181015452539	0.224993111049876	0.409206595108996	1.33155248271527
"MTSS1"	1.35540929658577	0.321374622356495	0.0696498425722736	0.595252513019256	0.330635341307929	0.137138670574131	0.0271036097080202	2.23615683926968	0.0754643460189635	0.0205892793752219	0.0282846715328467	0.188679245283019	0.0811401113901933	0.0663716814159292	0.199738903394256	0.0454545454545455	0.620318111852232	0.306918841273641	0.208163265306122	0.232891832229581	0.114356572058418	0.866106008631183	0.268384663733501
"LILRA5"	0.172768408062526	0.287311178247734	0.00591546608148077	0.136974688143393	1.03602893775518	0.145930464899427	0.00640630774916841	2.22837473810236	0.617742563969347	0.00496982605608804	0.010036496350365	0.169811320754717	0.0169269411379273	0.193215339233038	0.0691906005221932	0	0.094920472036942	0.000478812544888676	0.00408163265306122	0.000275938189845475	0.000413337007440066	0.000110656191213898	0.00125707102451289
"HMOX1"	2.39531057178116	0.221601208459214	0.00515218013548326	0.111299503451617	0.62803524102858	0.084121486612495	0.00677590242700505	2.26369350493864	0.259903883621249	0.0053248136315229	0.010036496350365	0.160377358490566	0.0410614830184558	0.0766961651917404	0.139686684073107	0	1.92508978963571	1.21881733301412	0.036734693877551	0.570088300220751	0.839211904105814	0.21345579285161	0.294154619736015
"ASAH1"	0.979226655697244	0.781873111782477	0.200648793054098	0.57817609301199	2.42769142611561	0.482882642866658	0.163730442281631	4.14486680634541	1.26003377061956	0.182818601348953	0.176094890510949	0.839622641509434	0.191110625750792	0.551622418879056	0.47911227154047	0.174242424242424	1.81118522319138	0.652382092410821	0.844897959183673	0.727373068432671	0.112978782033618	0.747039946885028	3.23884349465745
"SPN"	0.568901686548745	0.771148036253776	0.382406258944757	0.175366355819305	0.566864837762338	0.501398694551752	0.215473697178761	2.76563903023047	0.294713599168723	0.242456514022009	0.31478102189781	0.594339622641509	0.264278693895381	0.958702064896755	1.17754569190601	0.386363636363636	0.167265264238071	0.00718218817333014	0.0857142857142857	0.00883002207505519	0.0530449159548085	0.00896315148832577	0.00974230043997486
"VASP"	1.382764294529	0.913821752265861	0.330598225360176	0.650841710064188	1.83511209798725	0.616491274810177	0.178267832943206	4.00149655791679	1.06357968567346	0.256656017039404	0.331204379562044	0.688679245283019	0.276618980015289	0.553097345132743	1.10574412532637	0.287878787878788	1.45869676757311	1.34833612640651	0.138775510204082	0.268487858719647	0.154312482777625	0.484010180369592	1.20458830923947
"HCK"	1.27067050596462	0.315256797583082	0.0114492891899628	0.238464333292964	1.17914189527971	0.1708405488211	0.00936306517186153	2.4612391499551	0.653591375503312	0.00816471423500177	0.0118613138686131	0.160377358490566	0.032106585126133	0.1976401179941	0.130548302872063	0.0303030303030303	0.74089276552078	0.0174766578884367	0.00408163265306122	0.0311810154525386	0.0297602645356848	0.0106229943565342	0.0194846008799497
"PTPN6"	0.857671740024681	0.65166163141994	0.263524472855644	0.808768317790965	1.25320535778239	0.401824963367524	0.205371442651226	3.10236456150853	0.7015846213794	0.276535321263756	0.318430656934307	1.16037735849057	0.143387572349023	0.588495575221239	0.943864229765013	0.257575757575758	0.837352488455618	0.128082355757721	0.285714285714286	0.0212472406181015	0.0403692477266465	0.143853048578068	0.122564424890006
"NFKBIZ"	1.16104483751543	0.863519637462236	0.380402633336514	0.567639578539421	2.89012248406275	0.61622485680032	0.354564494271283	5.08440586650703	1.57137290557215	0.334398296059638	0.352189781021898	0.764150943396226	0.257617123512067	1.06489675516224	0.828981723237598	0.515151515151515	1.63519753719856	2.98587502992578	0.922448979591837	2.32119205298013	0.839349683108294	2.84729445612482	1.88183532369579
"BCL2A1"	2.02735499794323	0.321148036253776	0.138154756225551	0.381857817609301	1.15006088389084	0.233115758625283	0.123691018849329	2.68452559114038	0.50623457591895	0.116790912318069	0.0875912408759124	0.207547169811321	0.0829966146117724	0.147492625368732	0.322454308093995	0.196969696969697	2.46177526936891	0.0327986593248743	0.0571428571428571	0.0452538631346578	0.0606227610912097	0.0209140201394268	0.339409176618479
"SIGLEC10"	0.124845742492801	0.109894259818731	0.0028623222974907	0.130071454523435	0.261084449537999	0.0341681097642201	0.0034495503264753	1.5064351990422	0.0881283283543317	0.00390486332978346	0.00638686131386861	0.0188679245283019	0.0163809107786393	0.0412979351032448	0.0378590078328982	0	0.115956900974859	0.00598515681110845	0	0.0033112582781457	0.0106089831909617	0.00365165431005865	0.0100565681961031
"ACTA2"	0.0841217605923488	0.0227341389728097	0.0250930254746684	0.013685357878164	0.0189098202134518	0.0281071000399627	0.0101022545275348	0.0188566297515714	0.0139628523184829	0.00816471423500177	0.0529197080291971	0.0754716981132075	0.0587528666593863	0.0250737463126844	0.0613577023498695	0.0151515151515152	0.0497691123653155	1.76250897773522	0.0163265306122449	0.699503311258278	0.0157068062827225	0.302976651543654	41.257385292269
"TAGLN"	0.0359934183463595	0.0435800604229607	0.00629710905447953	0.0498970570425094	0.0813695294033379	0.0160516850939123	0.00739189355673278	0.512720742292727	0.0400051954799325	0.00780972665956692	0.0072992700729927	0.0943396226415094	0.0104837828983291	0.0339233038348083	0.0261096605744125	0.00757575757575758	0.06054386865059	1.93751496289203	0.0204081632653061	0.761313465783664	0.0234224304216037	0.294234812437756	18.4063482086738
"C11orf96"	0.0290004113533525	0.00634441087613293	0.00305314378399008	0.00569214000242219	0.0122484062746222	0.00692686825629413	0.00110878403350992	0.000897934750074828	0.00272762696454085	0.00248491302804402	0.010036496350365	0.0377358490566038	0.0123402861199083	0.00884955752212389	0.02088772845953	0.0151515151515152	0.0903027193432529	1.68206847019392	0.0163265306122449	8.34105960264901	0.18903279140259	0.198185238464092	28.6062225015713
"CALD1"	0.0300287947346771	0.0020392749244713	0.00171739337849442	0.00411771829962456	0.00107442160303703	0.0023977620887172	0.00147837871134656	0.000299311583358276	0.000909208988180283	0.00212992545260916	0.00273722627737226	0.00943396226415094	0.0353827672818609	0.00737463126843658	0.163185378590078	0	0.0492560287326834	4.98372037347379	0.0122448979591837	6.810706401766	0.0822540644805732	1.4570100697134	26.6354494028913
"TPM2"	0.0306458247634718	0.0159365558912387	0.0196546131094361	0.00884098340801744	0.00866700093116539	0.0186492606900226	0.0209436984107429	0.00538760850044897	0.00707884140797506	0.0209442669506567	0.0155109489051095	0.0377358490566038	0.0161624986349241	3.19174041297935	0.02088772845953	0.0303030303030303	0.0446382760389944	0.881493895140053	0.0122448979591837	1.51876379690949	0.0132267842380821	0.20748035852606	21.8768070395977
"MYL9"	0.208761826408885	0.00385196374622357	0.00019082148649938	0.00750878042872714	0.00365303345032591	0.000932463034501132	0.000246396451891093	0.00179586950014966	0.00194830497467204	0.00212992545260916	0	0.0188679245283019	0.0736048924320192	0.00147492625368732	0.0156657963446475	0	0.0374551051821447	2.15609288963371	0	1.67687637969095	0.018737944337283	0.182361403120505	20.8482086737901
"TPM1"	0.319621554915673	0.0850453172205438	0.0545749451388226	0.0475959791691898	0.101353771219827	0.0572132676168909	0.046445731181471	0.195749775516312	0.0557215222756202	0.0486332978345758	0.0383211678832117	0.0566037735849057	0.0923883367915256	0.146017699115044	0.219321148825065	0.0681818181818182	0.175987685992817	1.67344984438592	0.0897959183673469	2.24613686534216	0.0596583080738495	0.585703220095164	13.5672532998114
"RGS16"	0.0516248457424928	0.00770392749244713	0.0402633336513691	0.0138064672399176	0.00150419024425184	0.0152524310643399	0.00640630774916841	0.000299311583358276	0.00214313547213924	0.00141995030173944	0.0118613138686131	0.169811320754717	0.0566779512940919	0.0265486725663717	0.0691906005221932	0.0151515151515152	0.103129810159056	3.23102705290879	0	3.71274834437086	0.137227886470102	0.248755117848844	7.70207416719045
"CPE"	0.00164541341011929	7.55287009063444e-05	0	0.000242218723507327	0.000214884320607406	0.0001998135073931	0	0.000299311583358276	0.000259773996622938	0	0	0	0.00786283717374686	0	0.00391644908616188	0	0.0143663417136993	0.411060569786928	0	1.23454746136865	0.00854229815376137	0.0553280956069492	6.27592708988058
"NDUFA4L2"	0.0580008227067051	0.000830815709969789	0.00171739337849442	0.0039966089378709	0.000286512427476542	0.00106567203942987	0.00172477516323765	0	0.000584491492401611	0.00035498757543486	0.00456204379562044	0.0188679245283019	0.0190018565032216	0	0.0391644908616188	0	0.0395074397126732	0.904476897294709	0	0.21219646799117	1.57729402039129	3.0039836228837	7.72564424890006
"CRYAB"	0.10386672151378	0.000151057401812689	0	0	0.000143256213738271	0	0	0	0.000519547993245876	0	0	0	0.0277383422518292	0	0.0195822454308094	0	0.06054386865059	0.207565238209241	0.0408163265306122	2.58995584988962	0.725268669054836	1.01372136771052	6.12539283469516
"MAP1B"	0.00452488687782805	0.00219033232628399	0.00209903635149318	0.00472326510839288	0.000358140534345677	0.00166511256160916	0.0018479733891832	0.000598623166716552	0.00103909598649175	0.00070997515086972	0.00182481751824818	0.0283018867924528	0.00655236431145572	0.00147492625368732	0.0509138381201044	0	0.0153925089789636	2.05003591094087	0.00816326530612245	2.29221854304636	0.0136401212455222	0.281398694256944	6.18101822752986
"DSTN"	1.99218428630193	0.872507552870091	0.874821104856407	0.32990190141698	0.484850655397178	0.819834820833888	0.437723296784526	1.21131397785094	0.278217950383167	0.424210152644657	0.512773722627737	1.71698113207547	0.423173528448182	2.06194690265487	2.52088772845953	0.75	0.745510518214469	7.02561647115154	0.477551020408163	4.31567328918322	3.6503168917057	7.7914130795618	14.3673790069139
"LHFPL6"	0.0244755244755245	7.55287009063444e-05	0	0	0.000429768641214813	0	0	0	0.000454604494090142	0	0	0	0.00622474609588293	0.00147492625368732	0.0248041775456919	0	0.0785017957927142	2.69834809672013	0.00816326530612245	2.24668874172185	0.00978230917608157	0.114529157906385	5.6414204902577
"CRISPLD2"	0.0429864253393665	0.061178247734139	0.0047705371624845	0.0356061523555771	0.292887328987895	0.0489543093113094	0.0034495503264753	0.0338222089194852	0.236783997921808	0.00248491302804402	0.000912408759124088	0.0377358490566038	0.017800589712788	0.0250737463126844	0.0300261096605744	0	0.0718317085684967	0.269092650227436	0.00816326530612245	3.05656732891832	0.222375310002756	0.207369702334846	7.81521055939661
"SYNPO2"	0.313039901275195	0.00287009063444109	0.00314855452723977	0.00278551532033426	0.00487071126710121	0.00213134407885973	0.00320315387458421	0.00269380425022448	0.00298740096116379	0.00319488817891374	0.000912408759124088	0	0.00884569182046522	0.00294985250737463	0.00522193211488251	0.00757575757575758	0.0153925089789636	0.341153938233182	0	0.261037527593819	0.0205290713695233	0.0511231603408211	4.41703331238215
"LPP"	0.852529823118058	0.354305135951662	0.208090831027574	0.299382342255056	0.523744717427118	0.27500999067537	0.098312184304546	0.804250224483688	0.269385634497987	0.0866169684061058	0.208029197080292	0.216981132075472	0.272578355356558	0.368731563421829	0.403394255874674	0.21969696969697	0.848127244740893	4.02082834570266	0.171428571428571	1.98703090507726	0.0515293469275282	0.708420936151378	9.1759899434318
"SOD3"	0.000205676676264912	0	0	0	7.16281068691354e-05	0	0	0	0.000194830497467204	0	0	0	0.00207491536529431	0	0.00783289817232376	0	0.0082093381221139	0.179075891788365	0	4.57395143487859	0.00275558004960044	0.0568772822839438	5.47077309868008
"NR2F2"	0.00267379679144385	0	0	0	0	0	0	0	0.000324717495778673	0	0	0	0.00338538822758545	0	0.00652741514360313	0	0.0025654181631606	2.16926023461815	0.00408163265306122	0.529525386313466	0.00978230917608157	0.059864999446719	4.5345694531741
"EPS8"	0.0849444672974085	0.0216767371601208	0.00772827020322488	0.011868717451859	0.0502113029152639	0.00885839882776076	0.00591351484538623	0.302903322358575	0.0126639823353682	0.00425985090521832	0.0072992700729927	0.0283018867924528	0.0264278693895381	0.0103244837758112	0.0678851174934726	0	0.224217547460236	2.27579602585588	0.0163265306122449	1.15562913907285	0.0301736015431248	0.120393936040721	5.19453174104337
"NOTCH3"	0.0226244343891403	0.000377643504531722	0	0.000484437447014654	0.0012176778167753	0.000333022512321833	0.000123198225945546	0.00508829691709069	0.000909208988180283	0	0	0	0.0107021950420443	0.0265486725663717	0.0404699738903394	0	0.0492560287326834	0.31290399808475	0.00408163265306122	0.304635761589404	0.0931386056764949	0.537346464534691	4.16027655562539
"EBF1"	0.112505141916907	0.00332326283987915	0.00104951817574659	0.292721327358605	0.00078790917556049	0.00113227654189423	0.000123198225945546	0.000299311583358276	0.00448110144174568	0.00070997515086972	0	0.0943396226415094	0.00720760074260129	0.00589970501474926	0.00391644908616188	0	0.0236018471010775	5.15082595163993	0	2.84713024282561	0.00647561311656104	0.0341927630850946	5.71684475172847
"TIMP3"	0.00431921020156314	7.55287009063444e-05	0	0.00121109361753664	0.000573024854953084	0	0	0	0.000454604494090142	0	0	0	0.00797204324560446	0.00147492625368732	0.0130548302872063	0	0.0851718830169318	2.68829303327747	0.110204081632653	1.5394591611479	0.0143290162579223	0.0836560805577072	4.05625392834695
"DLC1"	0.00370218017276841	0.00181268882175227	0.00019082148649938	0.000242218723507327	0.0044409426258864	0.000732649527108032	0.000246396451891093	0.0176593834181383	0.00259773996622938	0	0	0	0.00611554002402534	0.0117994100294985	0.0287206266318538	0	0.0179579271421242	3.24587024180034	0.444897959183673	1.80408388520971	0.00771562413888123	0.0500165984286821	5.48680075424261
"MYLK"	0.041958041958042	0.0020392749244713	0.00228985783799256	0.00484437447014654	0.00644652961822219	0.00193153057146663	0.00147837871134656	0.0011972463334331	0.00435121444343421	0.00319488817891374	0.00182481751824818	0	0.0270831058206836	0.0648967551622419	0.02088772845953	0	0.0241149307337096	0.919798898731147	0.00816326530612245	0.163907284768212	0.00895563516120143	0.0599756556379329	3.97171590194846
"COL18A1"	0.0248868778280543	0.0243202416918429	0.0275737047991604	0.0197408259658472	0.0228493660912542	0.021446649793526	0.0867315510656647	0.0329242741694104	0.0150668918041304	0.0656727014554491	0.0164233576642336	0.245283018867925	0.022933275090095	0.0265486725663717	0.0613577023498695	0.0227272727272727	0.0266803488968702	2.17716064160881	0.0857142857142857	2.07533112582781	0.0147423532653624	0.32698904503707	5.05656819610308
"SLIT3"	0.00123406005758947	0	9.54107432496899e-05	0.000121109361753664	7.16281068691354e-05	0	0.000123198225945546	0	6.49434991557345e-05	0	0	0	0.00775363110188926	0.00147492625368732	0.00522193211488251	0	0.0143663417136993	0.309791716542973	0	3.02897350993377	0.00316891705704051	0.0459223193537678	5.13010685103708
"MFGE8"	0.0812422871246401	0.0248489425981873	0.0556244633145692	0.0158653263897299	0.00780746364873576	0.0251765019315306	0.039916225206357	0.00448967375037414	0.00824782439277828	0.0592829250976216	0.0611313868613139	0	0.0966473735939718	0.0265486725663717	0.16579634464752	0.0303030303030303	0.0451513596716265	0.463969355997127	0.0163265306122449	1.42908388520971	0.461421879305594	0.349009627088636	4.64267756128221
"ADAMTS1"	0.00555327025915261	0.040785498489426	0.000667875202747829	0.00169553106455129	0.000644652961822219	0.00626082323165046	0.000615991129727732	0	0.00136381348227042	0	0	0	0.00578792180845255	0	0.0378590078328982	0	0.0138532580810672	3.34354800095763	0.00408163265306122	1.99889624724062	0.0370625516671259	0.290251189554056	4.73915776241358
"LEF1"	0.0742492801316331	0.170090634441088	0.619120312947238	0.0988252391909895	0.00952653821359501	0.22345810576795	1.06295429345817	0.011972463334331	0.0337706195609819	1.25807596734114	0.862226277372263	0.179245283018868	0.225292126242219	0.0471976401179941	0.469973890339426	0.590909090909091	0.0205233453052848	0.412975819966483	0.00408163265306122	0.0645695364238411	0.0406448057316065	0.0309837335398916	0.395977372721559
"RPS3A"	57.0505964623612	19.6743202416918	38.466940177464	33.883492793993	21.1135305493876	23.7100706007726	43.7157816927436	23.8901526489075	12.5196778802442	51.0191693290735	28.4251824817518	35.6792452830189	13.7800589712788	49.8613569321534	32.434725848564	34.9469696969697	11.5500256541816	22.0514723485755	3.66530612244898	19.2326158940397	10.8166161476991	46.2354763749032	20.2708988057825
"RPL32"	56.7280954339778	22.6259818731118	47.7771205037687	42.0492915102337	24.8274478905523	28.4336619155455	51.1287421461131	26.7045794672254	15.0673464086245	60.9517216897409	35.7153284671533	41.622641509434	18.0742601288632	40.9896755162242	36.0156657963446	41.8939393939394	16.1754746023602	41.1728513287048	6.4530612244898	31.0769867549669	15.5417470377514	60.2011729556269	34.3306096794469
"PIK3IP1"	0.239201974496092	0.423036253776435	0.915179849251026	0.429574906140245	0.141537139173412	0.540495537498335	1.28803745226069	0.306495061358875	0.120600077932199	1.4724884629038	0.993613138686131	0.216981132075472	0.438025554220815	0.151917404129794	0.35509138381201	1.00757575757576	0.123140071831709	0.24227914771367	0.0693877551020408	0.118653421633554	0.396252411132543	0.196082770831028	0.138277812696417
"RPL9"	38.8564376799671	13.5827039274924	27.2651464554909	24.4152840014533	16.7983668791634	16.0769282003463	29.3730442281631	17.7800059862317	9.94531757371087	33.2662406815761	19.6897810218978	22.9528301886792	9.30938080157257	28.5162241887906	18.822454308094	24.1742424242424	8.26013340174448	13.8652142686138	2.38775510204082	13.4759933774834	9.27845136401212	27.9666924864446	12.6429918290383
"OXNAD1"	0.131221719457014	0.205815709969789	0.51397767388608	0.106697347704978	0.0288661270682616	0.291527907286533	0.837008747074042	0.040107752170009	0.0461748278997272	1.22364217252396	0.395985401459854	0.0849056603773585	0.131920934803975	0.0870206489675516	0.248041775456919	0.666666666666667	0.0615700359158543	0.153220014364376	0.0285714285714286	0.0985099337748344	0.0155690272802425	0.107447161668695	0.133878064110622
"RPS13"	40.5524475524476	12.564501510574	24.1003721018987	22.7565701828751	18.6546808967839	14.5038630611429	28.3434766539362	19.9377431906615	10.7023639433693	33.1700390486333	17.7618613138686	28.5754716981132	9.42284591023261	27.8952802359882	20.2154046997389	21.8863636363636	11.1303232426886	23.8434282978214	3.90612244897959	18.7458609271523	12.6328189583907	35.7789089299546	21.3306096794469
"RPS6"	46.9082682023858	15.4128398791541	34.0098273065547	28.0042388276614	15.406704390803	19.0377647528973	34.769249722804	18.6991918587249	9.46993115989089	42.7121050763223	25.6624087591241	32.2830188679245	13.204761384733	33.4026548672566	30.7885117493473	31.0151515151515	11.2001026167265	34.8522863299018	3.35102040816327	22.9594370860927	13.541333700744	55.4088746265354	27.2536140791955
"RPL21"	69.1705059646236	18.5724320241692	35.4176128232039	33.0150175608575	20.3438865410787	22.3411482616225	38.8515461377356	26.7300209518108	12.0741654760358	45.9027334043308	25.7408759124088	34.3962264150943	15.7550507808234	34.1401179941003	27.5261096605744	31.969696969697	11.0856849666496	12.6693799377544	3.19183673469388	15.799944812362	18.4353816478369	34.3732433329645	12.2661847894406
"RPS8"	58.1830522418758	18.7674471299094	42.6439271061922	41.9284243672036	24.087601174701	23.4742906620488	43.00455833436	28.0026938042502	13.4196648915444	51.550230741924	31.0547445255474	53.0754716981132	12.1911106257508	52.1873156342183	37.8955613577023	38.6590909090909	14.3052847614161	40.3902322240843	5.6	33.7155077262693	10.6285478093139	67.1490538895651	36.2869264613451
"RPL22"	23.0534759358289	7.61676737160121	14.6447858028814	13.6512050381494	9.76513143757611	8.67337151991475	16.0214364913145	10.7006884166417	5.72892583452396	18.7149449769258	11.4014598540146	15.8018867924528	5.03723927050344	16.594395280236	14.0483028720627	13.0378787878788	5.28527449974346	8.54584630117309	2.06938775510204	8.60126931567329	5.23367318820612	19.4294566781011	7.96448774355751
"RPS14"	64.2819827231592	23.7841389728097	44.9146073847915	34.5459610027855	26.5428694219612	29.5719328626615	47.3808057163977	31.2190960790183	16.4587608780361	54.8374156904508	29.779197080292	43.5566037735849	16.6908376105711	43.1076696165192	34.7872062663185	39.6742424242424	16.7701385325808	36.5302848934642	5.51020408163265	25.1012693156733	13.0599338660788	61.0359632621445	31.3874921433061
"RPL19"	47.2669683257919	18.6110271903323	36.6646312374773	33.3250575269468	19.0462717570375	22.6681763687225	36.9104348897376	23.7413947919785	11.6811274191453	43.0212992545261	26.0638686131387	37.4150943396226	14.0121218739762	35.169616519174	30.7819843342037	33.2954545454545	13.9199589533094	29.1065357912377	4.67755102040816	24.6873620309051	10.5821162854781	48.6257607613146	28.404462602137
"RPL37"	59.4372686137392	18.5162386706949	36.615590115447	34.5001816640426	21.2564286225915	22.5634074863461	36.9610693606012	24.1951511523496	12.5184439537602	42.959176428825	27.2928832116788	39.5660377358491	12.7209784864038	40.1637168141593	31.4412532637076	32.5606060606061	13.9102103642894	30.9262628680871	4.33877551020408	26.2373068432671	16.1589969688619	42.6335066946996	25.3324952859837
"RPS21"	31.1162073220897	10.4356495468278	21.8378017364755	20.2972023737435	9.62939617505909	13.6553216997469	21.4732043858568	12.1589344507632	5.92908169892194	26.986155484558	15.0930656934307	23.1603773584906	9.4723162607841	19.3097345132743	21.6984334203655	19.75	8.59671626475116	18.3646157529327	2.7265306122449	11.8449227373068	8.30118489942133	30.8848069049463	14.1621621621622
"CD8B"	0.135335252982312	0.35309667673716	0.358935216105333	0.155625529853458	0.0123200343814913	1.23611296123618	0.053221633608476	0.00957797066746483	0.0414339524613586	3.51721689740859	0.126824817518248	0.19811320754717	0.320301408758327	0.0988200589970502	0.689295039164491	0.424242424242424	0.0405336069779374	0.00909743835288485	0	0.0107615894039735	0.06255166712593	0.00652871528162001	0.0100565681961031
"RP11-291B21.2"	0.00617030028794735	0.0554380664652568	0.0347295105428871	0.0267651689475596	0.00157581835112098	0.118889036898894	0.00320315387458421	0.000897934750074828	0.00629951941810625	1.08200212992545	0.00912408759124088	0	0.000546030359287976	0.0117994100294985	0.0678851174934726	0.0303030303030303	0	0	0.00408163265306122	0	0	0	0
"CD8A"	0.149938296997121	0.392824773413897	0.174601660146933	0.108392878769529	0.0118186376334073	1.12308512055415	0.0215596895404706	0.0062855432505238	0.0389660994934407	1.29499467518637	0.0574817518248175	0.150943396226415	0.334279785956099	0.0943952802359882	0.830287206266319	0.272727272727273	0.0307850179579271	0.0129279387119943	0	0.00965783664459161	0.0545604849820887	0.00940577625318137	0.0087994971715902
"CD27"	0.187371452077334	0.190483383685801	0.804407976338136	0.304226716725203	0.006876298259437	0.41321433328893	0.881360108414439	0.00808141275067345	0.0404597999740226	1.15938942137025	1.19343065693431	5.21698113207547	0.468603254340941	0.0634218289085546	0.915143603133159	0.833333333333333	0.0543868650590046	0.00598515681110845	0	0.00827814569536424	0.0779829154036925	0.00564346575190882	0.0116279069767442
"RPL10A"	25.7071164129988	8.925	19.0231848106097	17.2712849703282	8.24081369529403	11.2630211802318	18.4924233091043	11.7315175097276	4.93921288479023	23.21228257011	13.8722627737226	21.8962264150943	6.99901714535328	20.7035398230088	18.3681462140992	16.6893939393939	6.08106721395588	16.7694517596361	1.73061224489796	15.5888520971302	6.03761366767705	30.6979085979861	18.5411690760528
"NUCB2"	0.202385849444673	0.414274924471299	0.345577712050377	0.158895482620807	0.137454337081871	0.455441587851339	0.687199704324258	0.125710865010476	0.098584231718405	1.26659566915158	0.25	2.42452830188679	0.137490444468712	2.22861356932153	1.50130548302872	0.416666666666667	0.230887634684454	0.986114436198228	0.351020408163265	1.40011037527594	1.33562965004133	0.679429014053336	0.649277184160905
"TRABD2A"	0.209995886466475	0.107477341389728	0.385173170498998	0.0873198498243914	0.0133228278776592	0.14033568669242	0.686337316742639	0.0146662675845555	0.0264969476555397	0.780262690805822	0.203467153284672	0.0849056603773585	0.0776455170907503	0.0693215339233038	0.135770234986945	0.378787878787879	0.0230887634684454	0.082116351448408	0.00408163265306122	0.125551876379691	0.0154312482777625	0.0117295562686732	0.0263984915147706
"RPS28"	65.0898807075278	19.7821752265861	38.3339376013739	33.901174760809	24.2519876799656	24.3590648727854	38.2392509547863	26.1080514815923	14.3765424081049	47.5090521831736	27.5374087591241	43.5566037735849	14.4737359397182	42.1120943952802	30.3746736292428	34.4772727272727	14.5761929194459	20.8407948288245	4.03265306122449	19.6294150110375	24.7568200606228	46.5289365940024	22.4226901319925
"RGS10"	3.51048951048951	0.524018126888217	0.931495086346723	0.377497880586169	0.934746794642218	0.666444651658452	1.3721818405815	1.14546542951212	0.423821275490323	1.8768193113241	0.833029197080292	0.707547169811321	0.750573331877252	1.00884955752212	1.79634464751958	1.06818181818182	1.62698819907645	0.0976777591572899	0.579591836734694	0.581953642384106	0.293193717277487	0.310279960163771	1.08233815210559
"CD7"	0.433360756890169	1.87364048338369	0.874725694113157	0.248153082233257	0.088818852517728	0.896363394165446	1.30614759147468	0.0664471715055373	0.1087154175867	1.8757543485978	0.728102189781022	0.311320754716981	0.857704488369553	0.349557522123894	1.34725848563969	1	0.115956900974859	0.0335168781422073	0.036734693877551	0.0366997792494481	0.168641499035547	0.0172623658293682	0.0292269013199246
"GNLY"	0.75545043192102	22.7151812688822	0.338231084820151	1.68693229986678	0.195902872287085	8.93639270014653	0.124553406430947	0.176593834181383	0.643590076633329	0.12708555200568	0.22992700729927	1.22641509433962	1.39150376760948	1.26843657817109	8.68015665796345	1.25757575757576	0.205233453052848	0.0442901604022025	0.2	0.0248344370860927	0.309176081565169	0.0297665154365387	0.0461973601508485
"NKG7"	0.527972027972028	15.9761329305136	0.282797442992081	1.52391909894635	0.217534560561564	12.080325029972	0.0964642109153628	0.573480993714457	0.542667878945318	0.144124955626553	0.202554744525547	1.4811320754717	0.75068253794911	1.29203539823009	8.43342036553525	1.06818181818182	0.0938943047716778	0.0244194397893225	0.0408163265306122	0.0171081677704194	0.0895563516120143	0.0177049905942237	0.0166561910747957
"GZMB"	0.210818593171534	3.79516616314199	0.0266195973666635	0.266319486496306	0.0270037962896641	1.38717197282536	0.0192189232475052	0.0287339120023945	0.115339654500584	0.0181043663471778	0.0282846715328467	0.339622641509434	0.474609588293109	17.169616519174	2.19060052219321	0.0303030303030303	0.0436121087737301	0.016279626526215	0.00816326530612245	0.00689845474613687	0.0618627721135299	0.0262255173176939	0.0254556882463859
"PRF1"	0.0820649938296997	2.57492447129909	0.0757561301402538	0.190505026038513	0.016904233221116	0.994738244305315	0.0250092398669459	0.0128703980844059	0.0802701649564879	0.0528931487397941	0.10036496350365	0.179245283018868	0.171125914600852	0.160766961651917	1.20365535248042	0.0454545454545455	0.0210364289379169	0.0172372516159923	0	0.00910596026490066	0.0242491044364839	0.00354099811884475	0.0207416719044626
"FGFBP2"	0.0483340189222542	3.07416918429003	0.0245205610151703	0.263655080537726	0.0215600601676098	1.91388037831357	0.0135518048540101	0.0209518108350793	0.0759189505130536	0.0475683351082712	0.0228102189781022	0.150943396226415	0.0357103854974337	0.179941002949853	1.0822454308094	0.0681818181818182	0.00102616726526424	0.000957625089777352	0.00408163265306122	0.158388520971302	0.00799118214384128	0.0153812105787319	0.0248271527341295
"GZMA"	0.242492801316331	4.44410876132931	0.569888369430398	0.438536998910016	0.032805672946064	3.52737445051285	0.0401626216582481	0.0332235857527686	0.158851798934927	0.0472133475328364	0.20985401459854	0.349056603773585	0.798514797422737	0.315634218289086	5.49477806788512	0.939393939393939	0.0800410466906106	0.0272923150586545	0	0.0149006622516556	0.0755028933590521	0.0222418944339936	0.0188560653676933
